,subject,predicate,object,from,until,object_has_years,subject_has_years,not_imputable_until
4085,Jo Ann Emerson,is married to,Bill Emerson,1975,1996,False,False,False
4086,Stavros Niarchos,is married to,Tina Onassis Niarchos,1971,1974,False,False,False
4087,Jill Bennett (British actress),is married to,Willis Hall,1962,1965,False,False,False
4088,Edmond Hamilton,is married to,Leigh Brackett,1946,1977,False,False,False
4089,Ericka Huggins,is married to,John Huggins,1967,1969,False,False,False
4090,Kate Jackson,is married to,Andrew Stevens,1978,1982,False,False,False
4091,Bab Christensen,is married to,Lasse Kolstad,1957,2012,False,False,False
4092,Matt Lattanzi,is married to,Olivia Newton-John,1984,1995,False,False,False
4093,Bob Peck,is married to,Jill Baker,1982,1999,False,False,False
4094,Edward Norris,is married to,Ann Sheridan,1942,1943,False,False,False
4095,George Brent,is married to,Ann Sheridan,1942,1943,False,False,False
4096,Edward Norris,is married to,Lona Andre,1935,1935,False,False,False
4097,Alan Rosenberg,is married to,Robin Bartlett,1976,1984,False,False,False
4098,Adrianne Allen,is married to,Raymond Massey,1929,1939,False,False,False
4099,Leonora Speyer,is married to,Edgar Speyer,1902,1932,False,False,False
4100,Carol Hughes (actress),is married to,Frank Faylen,1928,1985,False,False,False
4101,Eveline Herfkens,is married to,Ed van Thijn,1983,1990,False,False,False
4102,A Martinez,is married to,Mare Winningham,1981,1981,False,False,False
4103,Marilyn Monroe,is married to,Arthur Miller,1954,1955,False,False,False
4104,Sean Scully (actor),is married to,Wendy Hughes,1971,1973,False,False,False
4105,Season Hubley,is married to,Kurt Russell,1979,1983,False,False,False
4106,Lang Jeffries,is married to,Rhonda Fleming,1960,1962,False,False,False
4107,Hall Bartlett,is married to,Rhonda Fleming,1966,1972,False,False,False
4108,B. V. Radha,is married to,K. S. L. Swamy,1939,2015,False,False,False
4109,Richard Kollmar,is married to,Dorothy Kilgallen,1940,1965,False,False,False
4110,Dorothy Dandridge,is married to,Harold Nicholas,1942,1951,False,False,False
4111,Rosie Perez,is married to,Seth Zvi Rosenfeld,1991,2001,False,False,False
4112,John Challis,is married to,Sabina Franklyn,1987,1988,False,False,False
4113,John Challis,is married to,Debbie Arnold,1981,1985,False,False,False
4114,Bill Bixby,is married to,Brenda Benet,1971,1980,False,False,False
4115,David Brian,is married to,Lorna Gray,1949,1993,False,False,False
4116,Meredith MacRae,is married to,Greg Mullavey,1965,1967,False,False,False
4117,Hank Azaria,is married to,Helen Hunt,1999,2000,False,False,False
4118,Parker Stevenson,is married to,Kirstie Alley,1983,1997,False,False,False
4119,Ed van Thijn,is married to,Eveline Herfkens,1983,1990,False,False,False
4120,Sonnie Hale,is married to,Jessie Matthews,1931,1944,False,False,False
4121,Bridget Prentice,is married to,Gordon Prentice,1975,2000,False,False,False
4122,Robin Dunne,is married to,Heidi Lenhart,2002,2005,False,False,False
4123,Harry Hamlin,is married to,Laura Johnson,1985,1989,False,False,False
4124,William T. Orr,is married to,Joy Page,1945,1970,False,False,False
4125,Sybil Brand,is married to,Harry Brand,1933,1989,False,False,False
4126,Carl Lumbly,is married to,Vonetta McGee,1987,2010,False,False,False
4127,Vidal Sassoon,is married to,Beverly Adams,1967,1980,False,False,False
4128,Jaime Bravo,is married to,Ann Robinson,1957,1967,False,False,False
4129,Olive Carey,is married to,Harry Carey (actor),1920,1947,False,False,False
4130,André Morell,is married to,Joan Greenwood,1960,1978,False,False,False
4131,Phyllis Huffman,is married to,David Huffman,1967,1985,False,False,False
4132,Margaret Ashcroft,is married to,Morris Perry,1953,2016,False,False,False
4133,Harlem Yu,is married to,Annie Yi,2000,2009,False,False,False
4134,Maria Karnilova,is married to,George S. Irving,1948,2001,False,False,False
4135,Sloan Nibley,is married to,Linda Stirling,1946,1990,False,False,False
4136,Jared Harris,is married to,Emilia Fox,2005,2010,False,False,False
4137,Bikram Choudhury,is married to,Rajashree Choudhury,1984,2016,False,False,False
4138,Miiko Taka,is married to,Dale Ishimoto,1944,1958,False,False,False
4139,Olof Winnerstrand,is married to,Frida Winnerstrand,1906,1943,False,False,False
4140,John Bennett Ramsey,is married to,Patsy Ramsey,1980,2006,False,False,False
4141,Carol Reed,is married to,Diana Wynyard,1943,1947,False,False,False
4142,Carol Reed,is married to,Penelope Dudley-Ward,1948,1976,False,False,False
4143,Kate O'Mara,is married to,Jeremy Young,1961,1976,False,False,False
4144,William Masters,is married to,Virginia E. Johnson,1971,1992,False,False,False
4145,Bobby Flay,is married to,Stephanie March,2005,2015,False,False,False
4146,Tipper Gore,is married to,Al Gore,1970,2010,False,False,False
4147,Harry Myers,is married to,Rosemary Theby,1915,1938,False,False,False
4148,George Stevens,is married to,Yvonne Howell,1930,1947,False,False,False
4149,Ben Piazza,is married to,Dolores Dorn,1967,1979,False,False,False
4150,Franchot Tone,is married to,Dolores Dorn,1956,1959,False,False,False
4151,Natalya Andrejchenko,is married to,Maximilian Schell,1985,2005,False,False,False
4152,Ralph Forbes,is married to,Heather Angel (actress),1934,1941,False,False,False
4153,Ralph Forbes,is married to,Ruth Chatterton,1924,1932,False,False,False
4154,George Brent,is married to,Ruth Chatterton,1932,1934,False,False,False
4155,Stanley Clements,is married to,Gloria Grahame,1945,1948,False,False,False
4156,Hal Holbrook,is married to,Dixie Carter,1984,2010,False,False,False
4157,Tina Onassis Niarchos,is married to,Stavros Niarchos,1971,1974,False,False,False
4158,Florence Reed,is married to,Malcolm Williams (actor),1908,1937,False,False,False
4159,Saul Bass,is married to,Elaine Makatura Bass,1961,1996,False,False,False
4160,Emma Cohen,is married to,Fernando Fernán Gómez,2000,2007,False,False,False
4161,Anna Camp,is married to,Michael Mosley (actor),2010,2013,False,False,False
4162,Allan Forrest,is married to,Ann Little,1916,1918,False,False,False
4163,Allan Forrest,is married to,Lottie Pickford,1922,1928,False,False,False
4164,Johanna Hofer,is married to,Fritz Kortner,1924,1970,False,False,False
4165,Barbara Amiel,is married to,George Jonas,1974,1979,False,False,False
4166,Richard Marx,is married to,Cynthia Rhodes,1989,2014,False,False,False
4167,Orlando Bloom,is married to,Miranda Kerr,2010,2013,False,False,False
4168,Edgar Bodenheimer,is married to,Brigitte Bodenheimer,1935,1981,False,False,False
4169,Shane Richie,is married to,Coleen Nolan,1990,1999,False,False,False
4170,Abraham Lincoln Neiman,is married to,Carrie Marcus Neiman,1905,1928,False,False,False
4171,Annette de la Renta,is married to,Oscar de la Renta,1989,2014,False,False,False
4172,Fernando Fernán Gómez,is married to,Emma Cohen,2000,2007,False,False,False
4173,Alan Dinehart,is married to,Mozelle Britton,1933,1944,False,False,False
4174,Tina Sinatra,is married to,Wes Farrell,1974,1976,False,False,False
4175,Grace La Rue,is married to,Hale Hamilton,1920,1942,False,False,False
4176,Emilia Fox,is married to,Jared Harris,2005,2010,False,False,False
4177,Tom Noonan,is married to,Karen Young (actress),1992,1999,False,False,False
4178,Franklin Dyall,is married to,Mary Merrall,1929,1950,False,False,False
4179,Dorothy Dalton,is married to,Lew Cody,1910,1911,False,False,False
4180,Susan Stephen,is married to,Nicolas Roeg,1957,1977,False,False,False
4181,Carl Ferdinand Cori,is married to,Gerty Cori,1920,1957,False,False,False
4182,Sarah Marshall (British actress),is married to,Mel Bourne,1952,1957,False,False,False
4183,Sarah Marshall (British actress),is married to,Carl Held,1964,2014,False,False,False
4184,Martin Landau,is married to,Barbara Bain,1957,1993,False,False,False
4185,Natalie Talmadge,is married to,Buster Keaton,1921,1932,False,False,False
4186,Tim Daly,is married to,Amy Van Nostrand,1982,2010,False,False,False
4187,Madlyn Rhue,is married to,Tony Young (actor),1962,1970,False,False,False
4188,Eric Villency,is married to,Kimberly Guilfoyle,2006,2009,False,False,False
4189,Gavin Newsom,is married to,Kimberly Guilfoyle,2001,2006,False,False,False
4190,James Lipton,is married to,Nina Foch,1954,1959,False,False,False
4191,Vanessa Giácomo,is married to,Daniel de Oliveira (actor),2004,2012,False,False,False
4192,Janet Jagan,is married to,Cheddi Jagan,1943,1997,False,False,False
4193,France Nuyen,is married to,Robert Culp,1967,1970,False,False,False
4194,Claude Rains,is married to,Isabel Jeans,1913,1915,False,False,False
4195,Clara Pontoppidan,is married to,Carlo Wieth,1906,1917,False,False,False
4196,Rudolf Klein-Rogge,is married to,Thea von Harbou,1914,1920,False,False,False
4197,Randy Savage,is married to,Miss Elizabeth,1984,1992,False,False,False
4198,Raymond Lovell,is married to,Tamara Desni,1947,1951,False,False,False
4199,Osborn Elliott,is married to,Inger McCabe Elliott,1973,2008,False,False,False
4200,Vicky Pryce,is married to,Chris Huhne,1984,2010,False,False,False
4201,Eugene Merle Shoemaker,is married to,Carolyn S. Shoemaker,1951,1997,False,False,False
4202,Morena Baccarin,is married to,Austin Chick,2011,2016,False,False,False
4203,Valerie Curtin,is married to,Barry Levinson,1975,1982,False,False,False
4204,Harry Carey (actor),is married to,Olive Carey,1920,1947,False,False,False
4205,John Kassir,is married to,Julie Benz,1998,2007,False,False,False
4206,Carrie Marcus Neiman,is married to,Abraham Lincoln Neiman,1905,1928,False,False,False
4207,Sixto Durán Ballén,is married to,Josefina Villalobos,1945,2016,False,False,False
4208,Susanne Cramer,is married to,Kevin Hagen,1967,1969,False,False,False
4209,Kent Smith,is married to,Edith Atwater,1962,1985,False,False,False
4210,Erika Mann,is married to,Gustaf Gründgens,1926,1929,False,False,False
4211,Erika Mann,is married to,W. H. Auden,1935,1969,False,False,False
4212,Brynne Edelsten,is married to,Geoffrey Edelsten,2009,2014,False,False,False
4213,Betty Warren (artist),is married to,Stuart Lancaster (actor),1949,1960,False,False,False
4214,Anne T. Hill,is married to,Edgar L. McCoubrey,1990,1999,False,False,False
4215,Anne T. Hill,is married to,Roy W. Hill,1971,1986,False,False,False
4216,Thomas H. Ince,is married to,Elinor Kershaw,1907,1924,False,False,False
4217,Ephraim Kishon,is married to,Sara Kishon,1959,2002,False,False,False
4218,Jack Lemmon,is married to,Felicia Farr,1962,2001,False,False,False
4219,Lee Farr,is married to,Felicia Farr,1949,1955,False,False,False
4220,Juliette Lewis,is married to,Steve Berra,1999,2003,False,False,False
4221,Katherine LaNasa,is married to,French Stewart,1998,2009,False,False,False
4222,Katherine LaNasa,is married to,Dennis Hopper,1989,1992,False,False,False
4223,Gail O'Grady,is married to,Jeffrey Byron,1990,1991,False,False,False
4224,Rambod Javan,is married to,Sahar Dolatshahi,2008,2014,False,False,False
4225,Frank O'Bannon,is married to,Judy O'Bannon,1957,2003,False,False,False
4226,Barry Levinson,is married to,Valerie Curtin,1975,1982,False,False,False
4227,Dylan McDermott,is married to,Shiva Rose,1995,2009,False,False,False
4228,H. Wesley Kenney,is married to,Heather North,1971,2015,False,False,False
4229,Ashley Hamilton,is married to,Shannen Doherty,1993,1994,False,False,False
4230,Rick Salomon,is married to,Shannen Doherty,2002,2003,False,False,False
4231,Hal Mohr,is married to,Evelyn Venable,1934,1974,False,False,False
4232,Maggie McNamara,is married to,David Swift (director),1951,195,False,False,False
4233,Faye Wong,is married to,Dou Wei,1996,1999,False,False,False
4234,Faye Wong,is married to,Li Yapeng,2005,2013,False,False,False
4235,Norman Eshley,is married to,Millicent Martin,1969,1973,False,False,False
4236,Dorothy Kilgallen,is married to,Richard Kollmar,1940,1965,False,False,False
4237,Sanjeev Seth,is married to,Resham Tipnis,1993,2004,False,False,False
4238,Éamon de Valera,is married to,Sinéad de Valera,1910,1975,False,False,False
4239,Ike Jones,is married to,Inger Stevens,1961,1970,False,False,False
4240,Blanche Yurka,is married to,Ian Keith,1922,1926,False,False,False
4241,Fern Andra,is married to,Ian Keith,1932,1934,False,False,False
4242,Maynard Dixon,is married to,Dorothea Lange,1920,1935,False,False,False
4243,Dorothy Howell Rodham,is married to,Hugh Rodham (born 1911),1942,1993,True,False,False
4244,Veronica Cooper,is married to,Gary Cooper,1933,1961,False,False,False
4245,Milo Cawthorne,is married to,Olivia Tennet,2013,2016,False,False,False
4246,Amelia Heinle,is married to,Michael Weatherly,1995,1997,False,False,False
4247,Doris Roberts,is married to,William Goyen,1963,1983,False,False,False
4248,Charles C. Bradley,is married to,Nina Leopold Bradley,1971,2002,False,False,False
4249,Leonore Annenberg,is married to,Walter Annenberg,1951,2002,False,False,False
4250,Véra Clouzot,is married to,Henri-Georges Clouzot,1950,1960,False,False,False
4251,Jan Sterling,is married to,John Merivale,1941,1948,False,False,False
4252,Nance O'Neil,is married to,Alfred Hickman,1916,1931,False,False,False
4253,Conrad Hall,is married to,Katharine Ross,1969,1975,False,False,False
4254,Mare Winningham,is married to,A Martinez,1981,1981,False,False,False
4255,Osher Günsberg,is married to,Noa Tishby,2008,2011,False,False,False
4256,Yvonne Gilan,is married to,Michael Gill,1951,1978,False,False,False
4257,Ruby Dee,is married to,Ossie Davis,1948,2005,False,False,False
4258,David Halberstam,is married to,Elżbieta Czyżewska,1965,1977,False,False,False
4259,George Blumenthal (banker),is married to,Florence Meyer Blumenthal,1898,1930,False,False,False
4260,Gary Cooper,is married to,Veronica Cooper,1933,1961,False,False,False
4261,Richard Neustadt,is married to,Shirley Williams,1987,2003,False,False,False
4262,Bernard Williams,is married to,Shirley Williams,1955,1974,False,False,False
4263,Adhuna Akhtar,is married to,Farhan Akhtar,2000,2016,False,False,False
4264,Choi Eun-hee,is married to,Shin Sang-ok,1976,1983,False,False,False
4265,Anouk Aimée,is married to,Nikos Papatakis,1951,1954,False,False,False
4266,Anouk Aimée,is married to,Albert Finney,1970,1978,False,False,False
4267,Jane Wenham (actress),is married to,Albert Finney,1957,1961,False,False,False
4268,Stacy Carter,is married to,Sinn Bodhi,2010,2013,False,False,False
4269,Jean-Luc Godard,is married to,Anna Karina,1961,1965,False,False,False
4270,Dennis Berry (director),is married to,Anna Karina,1982,1994,False,False,False
4271,Paul Valentine,is married to,Lili St. Cyr,1946,1949,False,False,False
4272,Mauricio Aspe,is married to,Margarita Magaña,2000,2004,False,False,False
4273,Bill Richards (musician),is married to,Billie Mae Richards,1940,1995,False,False,False
4274,Patrick Cronin (actor),is married to,Beatrice Colen,1977,1999,False,False,False
4275,Queenie Leonard,is married to,Lawrence P. Williams,1936,1947,False,False,False
4276,Fania Marinoff,is married to,Carl Van Vechten,1914,1964,False,False,False
4277,Jessie Matthews,is married to,Sonnie Hale,1931,1944,False,False,False
4278,Berthold Viertel,is married to,Elisabeth Neumann-Viertel,1947,1953,False,False,False
4279,Hale Hamilton,is married to,Grace La Rue,1920,1942,False,False,False
4280,Dino Andrade,is married to,Mary Kay Bergman,1990,1999,False,False,False
4281,Eleanor Powell,is married to,Glenn Ford,1943,1959,False,False,False
4282,Guy de Rothschild,is married to,Marie-Hélène de Rothschild,1957,1996,False,False,False
4283,Sinéad de Valera,is married to,Éamon de Valera,1910,1975,False,False,False
4284,Werner Klemperer,is married to,Kim Hamilton,1997,2000,False,False,False
4285,Werner Klemperer,is married to,Louise Troy,1969,1975,False,False,False
4286,Peter Ustinov,is married to,Suzanne Cloutier,1940,1950,False,False,False
4287,Laura Johnson,is married to,Harry Hamlin,1985,1989,False,False,False
4288,Amy Irving,is married to,Steven Spielberg,1985,1989,False,False,False
4289,Hugh Parker Guiler,is married to,Anaïs Nin,1923,1977,False,False,False
4290,Olga San Juan,is married to,Edmond O'Brien,1948,1976,False,False,False
